source,date,mmdd,month,day,weekday,value,abundance,description
watershed_wq_total_phosphorus,2024-04-02,04-02,April,2,Tuesday,7.5,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-04-02,04-02,April,2,Tuesday,5.35,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-04-02,04-02,April,2,Tuesday,741.0,High,Number of heat and hot water complaints to 311
watershed_wq_total_plankton,2024-04-02,04-02,April,2,Tuesday,190.0,Very Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_dhs,2024-04-02,04-02,April,2,Tuesday,117.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,2024-04-02,04-02,April,2,Tuesday,7.279999999999999,High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-04-02,04-02,April,2,Tuesday,0.23,Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-04-02,04-02,April,2,Tuesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
arrests,2024-04-02,04-02,April,2,Tuesday,618.0,Low,Number of NYPD arrests
311_noise_street,2024-04-02,04-02,April,2,Tuesday,109.0,Very Low,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,2024-04-03,04-03,April,3,Wednesday,7.39,High,Daily median pH (SU) across NYC DEP watershed reservoirs
arrests,2024-04-03,04-03,April,3,Wednesday,712.0,Medium,Number of NYPD arrests
311_unsanitary,2024-04-03,04-03,April,3,Wednesday,438.0,Very High,Number of unsanitary condition complaints to 311
dog_bites,2024-04-03,04-03,April,3,Wednesday,9.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_plankton,2024-04-03,04-03,April,3,Wednesday,1500.0,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-04-03,04-03,April,3,Wednesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-04-03,04-03,April,3,Wednesday,7.8,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-04-03,04-03,April,3,Wednesday,0.42,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-04-03,04-03,April,3,Wednesday,8701.0,Very Low,Number of NYC Ferry boardings
watershed_wq_dissolved_oxygen,2024-04-03,04-03,April,3,Wednesday,11.8,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-04-03,04-03,April,3,Wednesday,19.0,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-04-03,04-03,April,3,Wednesday,1.6,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,2024-04-03,04-03,April,3,Wednesday,105.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,2024-04-03,04-03,April,3,Wednesday,270.0,Very High,Number of street condition complaints to 311
311_heat_hotwater,2024-04-03,04-03,April,3,Wednesday,1112.0,High,Number of heat and hot water complaints to 311
311_noise_street,2024-04-03,04-03,April,3,Wednesday,76.0,Very Low,Number of street and sidewalk noise complaints to 311
ferry_ridership,2024-04-04,04-04,April,4,Thursday,15109.0,Low,Number of NYC Ferry boardings
311_street_condition,2024-04-04,04-04,April,4,Thursday,379.0,Very High,Number of street condition complaints to 311
dog_bites,2024-04-04,04-04,April,4,Thursday,10.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,2024-04-04,04-04,April,4,Thursday,18.0,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-04-04,04-04,April,4,Thursday,793.0,High,Number of heat and hot water complaints to 311
watershed_wq_fecal_coliform,2024-04-04,04-04,April,4,Thursday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-04-04,04-04,April,4,Thursday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-04-04,04-04,April,4,Thursday,0.94,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-04-04,04-04,April,4,Thursday,7.5,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-04-04,04-04,April,4,Thursday,5.9,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_unsanitary,2024-04-04,04-04,April,4,Thursday,365.0,Medium,Number of unsanitary condition complaints to 311
311_dhs,2024-04-04,04-04,April,4,Thursday,90.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_nitrogen,2024-04-04,04-04,April,4,Thursday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-04-04,04-04,April,4,Thursday,169.0,Low,Number of street and sidewalk noise complaints to 311
arrests,2024-04-04,04-04,April,4,Thursday,750.0,Medium,Number of NYPD arrests
watershed_wq_dissolved_oxygen,2024-04-04,04-04,April,4,Thursday,11.9,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-04-05,04-05,April,5,Friday,11.4,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_dhs,2024-04-05,04-05,April,5,Friday,94.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,2024-04-05,04-05,April,5,Friday,383.0,Very High,Number of street condition complaints to 311
ferry_ridership,2024-04-05,04-05,April,5,Friday,13523.0,Low,Number of NYC Ferry boardings
dog_bites,2024-04-05,04-05,April,5,Friday,17.0,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,2024-04-05,04-05,April,5,Friday,18.0,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-04-05,04-05,April,5,Friday,177.0,Low,Number of street and sidewalk noise complaints to 311
arrests,2024-04-05,04-05,April,5,Friday,714.0,Medium,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-04-05,04-05,April,5,Friday,24.0,Very Low,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-04-05,04-05,April,5,Friday,673.0,Medium,Number of heat and hot water complaints to 311
watershed_wq_total_plankton,2024-04-05,04-05,April,5,Friday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-04-05,04-05,April,5,Friday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_unsanitary,2024-04-05,04-05,April,5,Friday,287.0,Low,Number of unsanitary condition complaints to 311
watershed_wq_temperature,2024-04-05,04-05,April,5,Friday,6.6,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-04-05,04-05,April,5,Friday,7.57,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-04-05,04-05,April,5,Friday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,2024-04-06,04-06,April,6,Saturday,163.0,Very Low,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,2024-04-06,04-06,April,6,Saturday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-04-06,04-06,April,6,Saturday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_street_condition,2024-04-06,04-06,April,6,Saturday,216.0,Medium,Number of street condition complaints to 311
dog_bites,2024-04-06,04-06,April,6,Saturday,19.0,Very High,Number of dog bite incidents reported to DOHMH
arrests,2024-04-06,04-06,April,6,Saturday,603.0,Low,Number of NYPD arrests
311_noise_street,2024-04-06,04-06,April,6,Saturday,277.0,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,2024-04-06,04-06,April,6,Saturday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-04-06,04-06,April,6,Saturday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-04-06,04-06,April,6,Saturday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-04-06,04-06,April,6,Saturday,19750.0,Medium,Number of NYC Ferry boardings
watershed_wq_turbidity,2024-04-06,04-06,April,6,Saturday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-04-06,04-06,April,6,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_dhs,2024-04-06,04-06,April,6,Saturday,105.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,2024-04-06,04-06,April,6,Saturday,521.0,Medium,Number of heat and hot water complaints to 311
watershed_wq_total_phosphorus,2024-04-06,04-06,April,6,Saturday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-04-07,04-07,April,7,Sunday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-04-07,04-07,April,7,Sunday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-04-07,04-07,April,7,Sunday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-04-07,04-07,April,7,Sunday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-04-07,04-07,April,7,Sunday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-04-07,04-07,April,7,Sunday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
arrests,2024-04-07,04-07,April,7,Sunday,533.0,Very Low,Number of NYPD arrests
311_heat_hotwater,2024-04-07,04-07,April,7,Sunday,462.0,Medium,Number of heat and hot water complaints to 311
watershed_wq_total_phosphorus,2024-04-07,04-07,April,7,Sunday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-04-07,04-07,April,7,Sunday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-04-07,04-07,April,7,Sunday,242.0,High,Number of street condition complaints to 311
311_unsanitary,2024-04-07,04-07,April,7,Sunday,166.0,Very Low,Number of unsanitary condition complaints to 311
ferry_ridership,2024-04-07,04-07,April,7,Sunday,19550.0,Medium,Number of NYC Ferry boardings
311_dhs,2024-04-07,04-07,April,7,Sunday,86.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,2024-04-07,04-07,April,7,Sunday,422.0,Medium,Number of street and sidewalk noise complaints to 311
dog_bites,2024-04-07,04-07,April,7,Sunday,8.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_nitrogen,2024-04-08,04-08,April,8,Monday,0.21,Very Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-04-08,04-08,April,8,Monday,6.79,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-04-08,04-08,April,8,Monday,1.1,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
dog_bites,2024-04-08,04-08,April,8,Monday,12.0,Medium,Number of dog bite incidents reported to DOHMH
watershed_wq_temperature,2024-04-08,04-08,April,8,Monday,7.3,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,2024-04-08,04-08,April,8,Monday,291.0,Medium,Number of street and sidewalk noise complaints to 311
311_unsanitary,2024-04-08,04-08,April,8,Monday,339.0,Medium,Number of unsanitary condition complaints to 311
311_heat_hotwater,2024-04-08,04-08,April,8,Monday,443.0,Medium,Number of heat and hot water complaints to 311
ferry_ridership,2024-04-08,04-08,April,8,Monday,15373.0,Low,Number of NYC Ferry boardings
arrests,2024-04-08,04-08,April,8,Monday,651.0,Low,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-04-08,04-08,April,8,Monday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_street_condition,2024-04-08,04-08,April,8,Monday,339.0,Very High,Number of street condition complaints to 311
311_dhs,2024-04-08,04-08,April,8,Monday,123.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_dissolved_oxygen,2024-04-08,04-08,April,8,Monday,11.5,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-04-08,04-08,April,8,Monday,15.0,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-04-08,04-08,April,8,Monday,1000.0,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-04-09,04-09,April,9,Tuesday,21978.0,High,Number of NYC Ferry boardings
watershed_wq_dissolved_oxygen,2024-04-09,04-09,April,9,Tuesday,12.1,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-04-09,04-09,April,9,Tuesday,400.0,Very High,Number of street condition complaints to 311
watershed_wq_temperature,2024-04-09,04-09,April,9,Tuesday,5.1,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-04-09,04-09,April,9,Tuesday,347.0,Medium,Number of heat and hot water complaints to 311
dog_bites,2024-04-09,04-09,April,9,Tuesday,10.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_nitrogen,2024-04-09,04-09,April,9,Tuesday,0.42,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-04-09,04-09,April,9,Tuesday,3.3,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_noise_street,2024-04-09,04-09,April,9,Tuesday,507.0,High,Number of street and sidewalk noise complaints to 311
watershed_wq_total_plankton,2024-04-09,04-09,April,9,Tuesday,300.0,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-04-09,04-09,April,9,Tuesday,13.0,Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_dhs,2024-04-09,04-09,April,9,Tuesday,148.0,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,2024-04-09,04-09,April,9,Tuesday,7.15,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
311_unsanitary,2024-04-09,04-09,April,9,Tuesday,357.0,Medium,Number of unsanitary condition complaints to 311
watershed_wq_fecal_coliform,2024-04-09,04-09,April,9,Tuesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
arrests,2024-04-09,04-09,April,9,Tuesday,862.0,Very High,Number of NYPD arrests
watershed_wq_ph,2024-04-10,04-10,April,10,Wednesday,7.07,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-04-10,04-10,April,10,Wednesday,6.85,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-04-10,04-10,April,10,Wednesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-04-10,04-10,April,10,Wednesday,630.0,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-04-10,04-10,April,10,Wednesday,0.795,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
ferry_ridership,2024-04-10,04-10,April,10,Wednesday,17909.0,Medium,Number of NYC Ferry boardings
watershed_wq_total_phosphorus,2024-04-10,04-10,April,10,Wednesday,11.0,Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,2024-04-10,04-10,April,10,Wednesday,20.0,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_nitrogen,2024-04-10,04-10,April,10,Wednesday,0.24,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-04-10,04-10,April,10,Wednesday,368.0,Very High,Number of street condition complaints to 311
311_dhs,2024-04-10,04-10,April,10,Wednesday,179.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
