source,mmdd,month,day,abundance,description
311_heat_hotwater,04-25,April,25,High,Number of heat and hot water complaints to 311
ferry_ridership,04-25,April,25,Very High,Number of NYC Ferry boardings
watershed_wq_ph,04-25,April,25,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,04-25,April,25,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,04-25,April,25,High,Number of street condition complaints to 311
arrests,04-25,April,25,Medium,Number of NYPD arrests
311_dhs,04-25,April,25,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_dhs,04-26,April,26,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,04-26,April,26,High,Number of NYC Ferry boardings
311_heat_hotwater,04-26,April,26,Medium,Number of heat and hot water complaints to 311
311_unsanitary,04-26,April,26,Medium,Number of unsanitary condition complaints to 311
arrests,04-26,April,26,Low,Number of NYPD arrests
dog_bites,04-26,April,26,Low,Number of dog bite incidents reported to DOHMH
311_street_condition,04-26,April,26,High,Number of street condition complaints to 311
311_noise_street,04-26,April,26,Low,Number of street and sidewalk noise complaints to 311
311_dhs,04-27,April,27,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,04-27,April,27,Very Low,Number of street condition complaints to 311
311_heat_hotwater,04-27,April,27,Medium,Number of heat and hot water complaints to 311
311_noise_street,04-27,April,27,Medium,Number of street and sidewalk noise complaints to 311
arrests,04-27,April,27,Medium,Number of NYPD arrests
311_unsanitary,04-27,April,27,Very Low,Number of unsanitary condition complaints to 311
ferry_ridership,04-27,April,27,High,Number of NYC Ferry boardings
dog_bites,04-27,April,27,High,Number of dog bite incidents reported to DOHMH
arrests,04-28,April,28,Very Low,Number of NYPD arrests
dog_bites,04-28,April,28,Medium,Number of dog bite incidents reported to DOHMH
311_noise_street,04-28,April,28,Very High,Number of street and sidewalk noise complaints to 311
311_dhs,04-28,April,28,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,04-28,April,28,Low,Number of street condition complaints to 311
311_unsanitary,04-28,April,28,Very Low,Number of unsanitary condition complaints to 311
ferry_ridership,04-28,April,28,Very High,Number of NYC Ferry boardings
311_heat_hotwater,04-28,April,28,Medium,Number of heat and hot water complaints to 311
311_unsanitary,04-29,April,29,Medium,Number of unsanitary condition complaints to 311
311_dhs,04-29,April,29,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,04-29,April,29,Very High,Number of street condition complaints to 311
311_noise_street,04-29,April,29,High,Number of street and sidewalk noise complaints to 311
dog_bites,04-29,April,29,Low,Number of dog bite incidents reported to DOHMH
arrests,04-29,April,29,Very Low,Number of NYPD arrests
ferry_ridership,04-29,April,29,Very High,Number of NYC Ferry boardings
311_heat_hotwater,04-29,April,29,Medium,Number of heat and hot water complaints to 311
ferry_ridership,04-30,April,30,Medium,Number of NYC Ferry boardings
311_dhs,04-30,April,30,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,04-30,April,30,Very High,Number of street condition complaints to 311
311_heat_hotwater,04-30,April,30,Medium,Number of heat and hot water complaints to 311
311_unsanitary,04-30,April,30,High,Number of unsanitary condition complaints to 311
311_noise_street,04-30,April,30,Low,Number of street and sidewalk noise complaints to 311
arrests,04-30,April,30,High,Number of NYPD arrests
dog_bites,04-30,April,30,Very Low,Number of dog bite incidents reported to DOHMH
311_street_condition,05-01,May,1,Very High,Number of street condition complaints to 311
watershed_wq_total_plankton,05-01,May,1,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
dog_bites,05-01,May,1,High,Number of dog bite incidents reported to DOHMH
311_dhs,05-01,May,1,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,05-01,May,1,Medium,Number of heat and hot water complaints to 311
watershed_wq_total_phosphorus,05-01,May,1,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,05-01,May,1,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
arrests,05-01,May,1,Very High,Number of NYPD arrests
watershed_wq_temperature,05-01,May,1,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,05-01,May,1,Medium,Number of street and sidewalk noise complaints to 311
ferry_ridership,05-01,May,1,High,Number of NYC Ferry boardings
311_unsanitary,05-01,May,1,Medium,Number of unsanitary condition complaints to 311
watershed_wq_turbidity,05-01,May,1,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,05-01,May,1,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,05-01,May,1,Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,05-02,May,2,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,05-02,May,2,Medium,Number of heat and hot water complaints to 311
ferry_ridership,05-02,May,2,High,Number of NYC Ferry boardings
311_noise_street,05-02,May,2,High,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,05-02,May,2,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
dog_bites,05-02,May,2,Very High,Number of dog bite incidents reported to DOHMH
311_unsanitary,05-02,May,2,Medium,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,05-02,May,2,High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
arrests,05-02,May,2,Very High,Number of NYPD arrests
watershed_wq_total_plankton,05-02,May,2,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_street_condition,05-02,May,2,Very High,Number of street condition complaints to 311
watershed_wq_turbidity,05-02,May,2,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,05-02,May,2,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,05-03,May,3,Medium,Number of heat and hot water complaints to 311
311_unsanitary,05-03,May,3,Low,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,05-03,May,3,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,05-03,May,3,Medium,Number of street and sidewalk noise complaints to 311
311_street_condition,05-03,May,3,High,Number of street condition complaints to 311
watershed_wq_turbidity,05-03,May,3,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,05-03,May,3,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
dog_bites,05-03,May,3,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_plankton,05-03,May,3,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,05-03,May,3,Medium,Number of NYC Ferry boardings
311_dhs,05-03,May,3,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,05-03,May,3,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
arrests,05-03,May,3,High,Number of NYPD arrests
ferry_ridership,05-04,May,4,High,Number of NYC Ferry boardings
311_heat_hotwater,05-04,May,4,Medium,Number of heat and hot water complaints to 311
311_unsanitary,05-04,May,4,Very Low,Number of unsanitary condition complaints to 311
311_dhs,05-04,May,4,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,05-04,May,4,Very Low,Number of NYPD arrests
311_noise_street,05-04,May,4,Medium,Number of street and sidewalk noise complaints to 311
311_street_condition,05-04,May,4,Very Low,Number of street condition complaints to 311
dog_bites,05-04,May,4,Very High,Number of dog bite incidents reported to DOHMH
311_noise_street,05-05,May,5,Low,Number of street and sidewalk noise complaints to 311
ferry_ridership,05-05,May,5,Very Low,Number of NYC Ferry boardings
arrests,05-05,May,5,Very Low,Number of NYPD arrests
311_street_condition,05-05,May,5,Low,Number of street condition complaints to 311
dog_bites,05-05,May,5,Very Low,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,05-05,May,5,Medium,Number of heat and hot water complaints to 311
311_dhs,05-05,May,5,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,05-05,May,5,Very Low,Number of unsanitary condition complaints to 311
watershed_wq_total_phosphorus,05-06,May,6,Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
ferry_ridership,05-06,May,6,Medium,Number of NYC Ferry boardings
311_street_condition,05-06,May,6,Very High,Number of street condition complaints to 311
watershed_wq_ph,05-06,May,6,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,05-06,May,6,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_heat_hotwater,05-06,May,6,Medium,Number of heat and hot water complaints to 311
311_dhs,05-06,May,6,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_dissolved_oxygen,05-06,May,6,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,05-06,May,6,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
arrests,05-06,May,6,Very Low,Number of NYPD arrests
watershed_wq_total_nitrogen,05-06,May,6,Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,05-06,May,6,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
dog_bites,05-06,May,6,Low,Number of dog bite incidents reported to DOHMH
311_noise_street,05-06,May,6,Medium,Number of street and sidewalk noise complaints to 311
311_unsanitary,05-06,May,6,High,Number of unsanitary condition complaints to 311
311_heat_hotwater,05-07,May,7,Medium,Number of heat and hot water complaints to 311
311_street_condition,05-07,May,7,Very High,Number of street condition complaints to 311
watershed_wq_total_phosphorus,05-07,May,7,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_dhs,05-07,May,7,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_nitrogen,05-07,May,7,Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
dog_bites,05-07,May,7,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_plankton,05-07,May,7,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_unsanitary,05-07,May,7,High,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,05-07,May,7,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,05-07,May,7,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
ferry_ridership,05-07,May,7,Very High,Number of NYC Ferry boardings
watershed_wq_temperature,05-07,May,7,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,05-07,May,7,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
arrests,05-07,May,7,High,Number of NYPD arrests
311_noise_street,05-07,May,7,Very High,Number of street and sidewalk noise complaints to 311
311_noise_street,05-08,May,8,High,Number of street and sidewalk noise complaints to 311
311_heat_hotwater,05-08,May,8,Medium,Number of heat and hot water complaints to 311
311_street_condition,05-08,May,8,Very High,Number of street condition complaints to 311
311_unsanitary,05-08,May,8,Medium,Number of unsanitary condition complaints to 311
dog_bites,05-08,May,8,High,Number of dog bite incidents reported to DOHMH
311_dhs,05-08,May,8,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,05-08,May,8,Medium,Number of NYC Ferry boardings
arrests,05-08,May,8,Very High,Number of NYPD arrests
311_noise_street,05-09,May,9,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_temperature,05-09,May,9,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,05-09,May,9,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
dog_bites,05-09,May,9,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,05-09,May,9,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
arrests,05-09,May,9,Very High,Number of NYPD arrests
311_dhs,05-09,May,9,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_phosphorus,05-09,May,9,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,05-09,May,9,Low,Number of heat and hot water complaints to 311
311_street_condition,05-09,May,9,High,Number of street condition complaints to 311
311_unsanitary,05-09,May,9,Low,Number of unsanitary condition complaints to 311
ferry_ridership,05-09,May,9,Medium,Number of NYC Ferry boardings
watershed_wq_dissolved_oxygen,05-09,May,9,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
